University Name,Detail URL,Phone,Program Name,Duration,Fee/Sem,Merit Deadline
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - International Relations,4 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Islamic Banking & Finance,2 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Islamic Studies,4 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Islamic Studies,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Mass Communication,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Mass Communication,4 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Mathematical Sciences,2 Years,70000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Mathematics,4 Years,70000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Physics,2 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Software Engineering,4 Years,75000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Statistics,4 Years,50000,08-08-2024
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,AD - Urdu,2 Years,50000,15-02-2007
"Federal Urdu University Of Arts Science & Technology Islamabad, Islamabad",https://www.eduvision.edu.pk/federal-urdu-university-of-arts-science-technology-islamabad-fuuast-islamabad-ins-3149,0519252860,BS - Urdu,4 Years,50000,15-02-2007
"Foundation University, Islamabad",https://www.eduvision.edu.pk/foundation-university-fu-islamabad-ins-821,051111384111,BS - Nursing,4 Years,130000,15-11-2025
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Artificial Intelligence,4 Years,103500,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Audiology,4 Years,49800,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Biotechnology,4 Years,91200,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Business Administration,4 Years,93900,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Business Analytics,4 Years,92100,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Cardiac Perfusion,4 Years,49900,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Civil,4 Years,148000,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Computer Science,4 Years,102000,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Entrepreneurship,4 Years,93900,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Finance & Accounting,4 Years,82200,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Human Diet & Nutrition,4 Years,90700,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Mathematics,4 Years,NA,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Medical Laboratory Technology,4 Years,64500,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Medical Ultrasound,4 Years,96000,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Nursing,4 Years,99400,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Operation Theater Technology,4 Years,49800,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Radiographic & Imaging Technology,4 Years,97470,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Software Engineering,4 Years,102000,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Speech & Language Pathology,4 Years,49800,10-09-2023
"Ibadat International University Islamabad, Islamabad",https://www.eduvision.edu.pk/ibadat-international-university-islamabad-iiui-islamabad-ins-1634484803,051111448448,BS - Vision Sciences,4 Years,120600,10-09-2023
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Aerospace Engineering,4 Years,147659,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Artificial Intelligence,4 Years,126229,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Avionics,4 Years,147659,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Biotechnology,4 Years,125900,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Computer Science,4 Years,126229,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Data Science,4 Years,126229,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Electrical,4 Years,147659,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Materials Science & Engineering,4 Years,141669,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Mathematics,4 Years,83105,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Mechanical,4 Years,147659,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Physics,4 Years,83105,31-07-2025
"Institute Of Space Technology, Islamabad",https://www.eduvision.edu.pk/institute-of-space-technology-ist-islamabad-ins-721,0519075100,BS - Space Sciences,4 Years,121172,31-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Anthropology,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS (HONS) - Arabic,4 Years,29700,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Biochemistry,4 Years,89685,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Bioinformatics,4 Years,89685,20-12-2024
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Biology,4 Years,89685,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Biotechnology,4 Years,89685,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BBA - Business Administration,2 Years,101700,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BBA (H) - Business Administration,4 Years,101700,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Business Analytics,4 Years,62100,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Civil,4 Years,130500,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Commerce,4 Years,77000,NA
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Computer Engineering,4 Years,99900,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Computer Science,4 Years,85500,15-07-2024
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Computer Technology,4 Years,72255,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Economics & Finance,4 Years,49050,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Education,4 Years,51300,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Electrical,4 Years,99900,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS (HONS) - English,4 Years,51750,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Environment & Climate Change,4 Years,77400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Environmental Sciences,4 Years,77400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Finance & Accounting,4 Years,101700,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Finance & Technoloy,4 Years,62100,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Food Science & Technology,4 Years,89685,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS (HONS) - History,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Information Technology,4 Years,85500,15-07-2024
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - International Relations,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Islamic Art & Architecture,Years,75000,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Islamic Banking & Finance,4 Years,49050,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Mathematics,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Mechanical,4 Years,99900,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Media & Communication,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Microbiology,4 Years,89685,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Pakistan Studies,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS (HONS) - Persian,4 Years,26700,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Physics,4 Years,74160,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Political Science,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Project Management,4 Years,62100,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS (HONS) - Psychology,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Public Administration,4 Years,62100,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Sociology,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Software Engineering,4 Years,85500,15-07-2024
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Statistics,4 Years,50400,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Translation & Interpretation (arabic),4 Years,50200,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS - Translation & Interpretation (english),4 Years,50200,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BS (HONS) - Urdu,4 Years,29700,30-07-2025
"International Islamic University, Islamabad",https://www.eduvision.edu.pk/international-islamic-university-iiu-islamabad-ins-15,0519019583,BA [HONS] - Usuluddin [islamic Studies],4 Years,29700,30-07-2025
"Mohiuddin Islamic University[islamabad Campus], Islamabad",https://www.eduvision.edu.pk/mohiuddin-islamic-universityislamabad-campus-miu-islamabad-ins-1313148798,4859658,,,,
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Anesthesia Technology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Artificial Intelligence,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Biological Sciences,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Biotechnology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Botany,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BBA - Business Administration,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Cardiac Care,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Chemistry,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Civil,4 Years,299200,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Computer Science,4 Years,132660,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Cyber Security,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Dental Technology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Economics,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Education,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Electrical,4 Years,187200,25-02-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Electronics,4 Years,NA,25-02-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Emergency Technology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - English,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Fashion Design,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Fine Arts,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Human Diet & Nutrition,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - International Relations,4 Years,87890,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Islamic Studies,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Library Sciences,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Mathematics,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Media Studies,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Medical Laboratory Technology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Optometry,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Physical Therapy,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Psychology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Radiographic & Imaging Technology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Sociology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Software Engineering,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Sports Sciences & Physical Education,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Surgery Technology,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Tourism Management,4 Years,NA,30-08-2025
"Muslim Youth University, Islamabad",https://www.eduvision.edu.pk/muslim-youth-university-myu-islamabad-ins-1445959373,518733217,BS - Zoology,4 Years,NA,30-08-2025
"National Defence University, Islamabad",https://www.eduvision.edu.pk/national-defence-university-ndu-islamabad-ins-1310738526,0519262066,BS - Conflict & Peace Studies,4 Years,88507,06-07-2025
"National Defence University, Islamabad",https://www.eduvision.edu.pk/national-defence-university-ndu-islamabad-ins-1310738526,0519262066,BS - Economics,4 Years,88507,06-07-2025
"National Defence University, Islamabad",https://www.eduvision.edu.pk/national-defence-university-ndu-islamabad-ins-1310738526,0519262066,BS - Government & Public Policy,4 Years,88507,06-07-2025
"National Defence University, Islamabad",https://www.eduvision.edu.pk/national-defence-university-ndu-islamabad-ins-1310738526,0519262066,BS - International Relations,4 Years,88507,06-07-2025
"National Defence University, Islamabad",https://www.eduvision.edu.pk/national-defence-university-ndu-islamabad-ins-1310738526,0519262066,BS - Leadership & Management Studies,4 Years,88507,06-07-2025
"National Defence University, Islamabad",https://www.eduvision.edu.pk/national-defence-university-ndu-islamabad-ins-1310738526,0519262066,BS - Strategic Studies,4 Years,88507,06-07-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Biotechnology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BBA - Business Administration,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Business Analytics,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Civil Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Computer Science,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Computer Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Cyber Security,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Electrical Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Financial Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Information Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Mathematics,4 Years,40600,03-10-2022
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Mechanical Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS (HONS) - Medical Laboratory Technology,4 Years,40600,13-09-2025
"National Skills University, Islamabad",https://www.eduvision.edu.pk/national-skills-university-nsu-islamabad-ins-1629653323,0519250908,BS - Tourism & Hospitality,4 Years,40600,13-09-2025
"National University Of Computer And Emerging Sciences, Islamabad, Islamabad",https://www.eduvision.edu.pk/national-university-of-computer-and-emerging-sciences-islamabad-fast-nu-islamabad-ins-64,051831410029,BS - Artificial Intelligence,4 Years,160000,04-07-2025
"National University Of Computer And Emerging Sciences, Islamabad, Islamabad",https://www.eduvision.edu.pk/national-university-of-computer-and-emerging-sciences-islamabad-fast-nu-islamabad-ins-64,051831410029,BBA - Business Administration,4 Years,160000,04-07-2025
"National University Of Computer And Emerging Sciences, Islamabad, Islamabad",https://www.eduvision.edu.pk/national-university-of-computer-and-emerging-sciences-islamabad-fast-nu-islamabad-ins-64,051831410029,BS - Business Analytics,4 Years,160000,04-07-2025
"National University Of Computer And Emerging Sciences, Islamabad, Islamabad",https://www.eduvision.edu.pk/national-university-of-computer-and-emerging-sciences-islamabad-fast-nu-islamabad-ins-64,051831410029,BS - Computer Engineering,4 Years,160000,04-07-2025
"National University Of Computer And Emerging Sciences, Islamabad, Islamabad",https://www.eduvision.edu.pk/national-university-of-computer-and-emerging-sciences-islamabad-fast-nu-islamabad-ins-64,051831410029,BS - Computer Science,4 Years,160000,04-07-2025
"National University Of Computer And Emerging Sciences, Islamabad, Islamabad",https://www.eduvision.edu.pk/national-university-of-computer-and-emerging-sciences-islamabad-fast-nu-islamabad-ins-64,051831410029,BS - Cyber Security,4 Years,160000,04-07-2025
